id,business_name,street,area,postal_address ,city,country,call,category,address,place,postal_address
234,I C C - Italtswana Construction Co (pty) Ltd,,,,Gaborone,Botswana,+267 391 2641,,"Plot 5624, Lejara Rd, Broadhurst Ind Est",,P.O.Box 495
235,Ihawu Holdings (pty) Ltd,,,,Francistown,Botswana,+267 241 3336,,"Plot 20456, Dumela Industrial",,P.O.Box 30046
236,J Haskins & Sons (pty) Ltd,,,,Francistown,Botswana,+267 241 2301,,"Plot 1876 /77, Sam Nujoma Rd, Central Ind Area",,P.O.Box 1
237,J P K Metals,,,,Francistown,Botswana,+267 244 0913,,behind Gerald District Farm Plot 30,,P.O.Box 10830
238,Kabelo Investments T/a Ace Hardware Tutume,Francistown Main Rd,,,Tutume,Botswana,+267 298 7479,,,,P.O.Box 225
239,Kanye Brigades Development Trust,,,,Kanye,Botswana,+267 544 0255,,,,P.O.Box 202
240,K B D T Building Advisory Centre,,,,Kanye,Botswana,+267 544 0593,,,,P.O.Box 202
241,Keizer (pty) Ltd,,,,Gaborone,Botswana,+267 391 8007,,,Ambrosia,
242,Kgalagadi Soap Industries (pty) Ltd,,,,Gaborone,Botswana,+267 391 2791,,"Plot 10249, Noko Rd",Broadhurst Ind Est,
243,Khallahari Power Bricks,,,,P.O.Box 602422,Botswana,+267 350 0315,,Plot 22086 Nyamambisi Rd,Gaborone West Ind,
244,Khube Tswang Building Materials (pty) Ltd,Along Molepolole Rd,,,Gaborone,Botswana,+267 390 2244,,,,
245,Lotsane Hardware,,,,Palapye,Botswana,+267 492 1914,,,Old Mall Phalapye Lobatse Ward,P.O.Box 126
246,Machado Aa,,,,Gaborone,Botswana,+267 316 2763,,"Plot 6736, Mogoditshane",,P.O.Box 40763
247,M A Kharafi,,Isis Village,,Gaborone,Botswana,+267 392 5771,,,,
248,Mak (pty) Ltd,Tlokweng Rd,,,Gaborone,Botswana,+267 392 5771,,Plot 86 Isis Vllge,,
249,Marsay Distributors (pty) Ltd,,,,Gaborone,Botswana,+267 393 8315,,Plot 20582 Block 3 Broadhurst,,P.O.Box 46105
250,Marble Holdings (pty) Ltd T/a Mica City,,,,Gaborone,Botswana,+267 391 0827,,,Unit F5-12 Game City,P.O.Box 201003
251,Maxi Save Hardware Corporation,,,,P.O.Box 1130,Botswana,+267 316 3335,,Plot 22015,Gaborone West,
252,2 M Building Construction,,,,Gaborone,Botswana,+267 391 2826,,"Plot 10240, Legolo Rd, Broadhurst",,P.O.Box 2050
253,Mhago Building Construction (pty) Ltd,,,,Gaborone,Botswana,+267 393 0555,,"Plot 20764, Broadhurst Ind",,P.O.Box 40141
254,Mica,,,,Gaborone,Botswana,+267 391 0827,,,Shop F5/F12 Game City,P.O.Box 201003
255,Mosupi Brick Construction,,,,Kanye,Botswana,+267 544 0336,,,Diatleng Ward,P.O.Box 218
256,Murray & Roberts Contractors,,,,Maun,Botswana,+267 686 0591,,,,
257,Nerad Civil And Building Construction,,,,Gaborone,Botswana,+267 392 5963,,Plot 87 Unit 2 Commerce Pk,,P.O.Box 30884
258,Omega Trading,,,,Gaborone,Botswana,+267 393 0966,,,,
259,Paul Of Carnaby,,,,Gaborone,Botswana,+267 391 9149,,Plot 40643 KADH Block 5.,,
260,P & F Distributors,,,,Gaborone,Botswana,+267 318 5513,,"Plot 20735, Broadhurst Ind",,P.O.Box 203188
261,P G Timbers,,Phase 4 Industrial,,Francistown,Botswana,+267 241 2185,,,,P.O.Box 342
262,P G Timbers,,,,Maun,Botswana,+267 680 0038,,,Boseja Ward,
263,Quanticon,,,,Plot No 121 Boseja Industrial Sites Maun,Botswana,+267 686 0802,,,,
264,2 R Construction (pty) Ltd,,,,Gaborone,Botswana,+267 391 8417,,Plot 20671 Mabeleapodi Block 3,,
265,Red Dot Enterprises (pty) Ltd,,,,Gaborone,Botswana,+267 318 4185,,Plot 58048 Block6 Tshepiso Hse,,P.O.Box 201272
266,Rio Douro Construction,,,,Gaborone,Botswana,+267 391 1267,,,,
267,R N S Construction,,,,Gaborone,Botswana,+267 391 4875,,"Plot 22074, Western Ind Sites",,P.O.Box 41010
268,Selete Construction,,,,Gaborone,Botswana,+267 397 5475,,Plot 170 Unit14 Commerce Pk,,P.O.Box 40804
269,Sijo Construction,,,,Francistown,Botswana,+267 242 1651,,Plot 2526 Blk1,,P.O.Box 10216
270,Stationery Box The (pty) Ltd,,,,Francistown,Botswana,+267 241 4332,,,"Village Mall, Central",P.O.Box 632
271,S V G (pty) Ltd,,,,The Mall,Botswana,+267 463 1499,,,Serowe Mall,
272,Taj Hardware & Furnishers,,,,P.O.Box 1013,Botswana,+267 592 0445,,Plot 364 along Gaborone Molepolole Rd,,
273,Teak (pty) Ltd,,,,Gaborone,Botswana,+267 318 2641,,"Plot 20742 #7, Pharathe Cres, Broadhurst Ind Est",,P.O.Box 201312
274,Tidalmat Investments (pty) Ltd,,,,Gaborone,Botswana,+267 391 4715,,Plot 104 Unit 6 Commerce Pk,,P.O.Box 202405
275,Tlhomeso Timbers,,,,Gaborone,Botswana,+267 318 5318,,"Plot 20662 Blk3, Broadhurst",,P.O.Box 50921
276,Tlhomeso Timbers,,,,Francistown,Botswana,+267 241 6314,,"Plot 1094, Dumela Industrial",,P.O.Box 3177
277,Tlokweng Rural Development Centre,,,,Gaborone,Botswana,+267 392 8332,,"Plot 83, Tlokweng TTC Rd, Tlokweng",,P.O.Box 30148
278,Travaglini (botswana Decorators),,,,Gaborone,Botswana,+267 395 2226,,"Plot 1272, Old Lobatse Rd, Industrial Sites",,P.O.Box 287
279,Tsodilo Building & Civil Engineering Contractors,,,,1st flr Air Botswana,Botswana,+267 319 1111,,,,
280,Tswana Construction (pty) Ltd,,,,P.O.Box 40321,Botswana,+267 391 2507,,Plot 22076 Modiri Hse Nyamambisi Rd,Gaborone West I/Site,
281,Two-m (pty) Ltd,,,,Gaborone,Botswana,+267 391 2826,,"Plot 10240, Legolo Rd, Broadhurst Ind Est",,P.O.Box 2050
282,Universal Builders,,,,Gaborone,Botswana,+267 391 3777,,Block 3 Industrial Plot 20582,,P.O.Box 1823
283,Unibuild (pty) Ltd,,,,P.O.Box 41029,Botswana,+267 319 0175,,Village Plaza Plot 25117 Zeerust Rd Gaborone,,
284,Village Winery,,,,Kasane,Botswana,+267 625 0600,,,,
285,Watson Construction,,Industrial Area,,Selebi-Phikwe,Botswana,+267 261 0602,,,,
286,Weaver Projects (pty) Ltd,Blue Jacket St,CBD Ext,,Francistown,Botswana,+267 241 6900,,,,
287,Wetrok,,,,Gaborone,Botswana,+267 397 5389,,Plot 51572,Phakalane,
288,Wind-dorf (pty) Ltd,,,,P.O.Box 214,Botswana,+267 392 2776,,"Plot 14399, New Lobatse Rd",Gaborone West,
289,Wonder Rock,,,,Gaborone North,Botswana,+267 393 0517,,Plot 10157 Moshawa,,
290,Craig Construction,,,,Francistown,Botswana,+267 240 2243,,Plot 12652 Dumela Industrial,,P.O.Box 1269
291,Kanye Glass Works,,,,Kgwakgwe Industrial Kanye,Botswana,+267 544 0323,,,,
292,Majoka Hardware,Palapye Main Rd Thomadithotse Ward,,,P.O.Box 3839,Botswana,+267 492 2316,,,,
293,PG Timbers,,,,P.O.Box 185,Botswana,+267 392 2992,,"Plot 14403, Kudumatse Dve",Gaborone West,
294,Sai Hardware,,,,Mahalapye,Botswana,+267 471 4284,,,,P.O.Box 1867
295,Twinzy Hardware (pty) Ltd,,,,Gaborone,Botswana,+267 392 5152,,Plot 154 Tlokweng Mall,,P.O.Box 301787
296,Zebra Construction,,,,Gaborone,Botswana,+267 395 7152,,,,P.O.Box 201377
297,Cashbuild,,Selebi-Phikwe,,P.O.Box 131,Botswana,+267 261 4949,,,Industrial Sites,
298,GFS Hardware,,,,Ghanzi,Botswana,+267 659 6777,,Plot 433 Main Rd,,P.O.Box 762
299,G S P,,,,P.O.Box 513,Botswana,+267 261 0763,,"Plot 4241, Industrial Sites",Selebi-Phikwe,
300,LCS Wholesalers,,,,Kanye,Botswana,+267 544 0236,,,,
301,Naledi Brigade,,,,Gaborone,Botswana,+267 390 8860,,Plot 9842 Opp Naledi Police Station,,P.O.Box 1026
302,P G Industries (botswana) (pty) Ltd,,,,P.O.Box 185,Botswana,+267 392 2992,,Plot 14403,Gaborone West Ind,
303,Seed Co International Limited,,,,Gaborone,Botswana,+267 391 1907,,Unit 16 Plot 43173 Carramba Business Park,,P.O.Box 47143
304,Barloworld Plascon,,,,Gaborone,Botswana,+267 392 2764,,"Plot 14394, New Lobatse Rd",,P.O.Box 201949
305,Barloworld Plascon,,,,Francistown,Botswana,+267 241 2403,,"Plot 2417 Sam Nujoma Rd next to Falahaii Auto, Light Ind Sites",,P.O.Box 137
306,Builders Merchants Botswana,,,,Francistown,Botswana,+267 241 3490,,,Light Ind Opp Stadium,P.O.Box 449
307,Plumbers World,Along Palapye Serowe Main Rd,,,P.O.Box 32189,Botswana,+267 463 4444,,,,
308,Aerolink,,,,International Commerce Park Gaborone,Botswana,086 111 7465,,Plot 84,unit 2,
309,A G I Africa Glass Botswana,,,,Gaborone West Ind,Botswana,+267 350 0979,,Plot 53609,,
310,Amber Glazing,,,,P.O.Box 1309,Botswana,+267 261 5119,,"Plot 2723, Industrial Sites",Selebi-Phikwe,
311,B J Builders,,,,Kasane,Botswana,+267 625 0155,,,Spar Shopping Centre,P.O.Box 184
312,Bricks And Blocks Moulders (pty) Ltd,,,,Molepolole,Botswana,+267 592 0611,,,Industrial Site,P.O.Box 995
313,B S A Contractor,,,,Thamaga,Botswana,+267 599 9230,,,,
314,Cashbuild Botswana (pty) Ltd,,,,Molepolole,Botswana,+267 592 0358,,Plot 403 Main Rd,,P.O.Box 450
315,Cementation (pty) Ltd,,,,Lobatse,Botswana,+267 533 3909,,,Phumula Farm,P.O.Box 356
316,Colournet Holdings (pty) Ltd T/a Ok Decorator,,,,P.O.Box 26336,Botswana,+267 313 3900,,"Plot 17846, Dumambila Cl",Gaborone West I/Est,
317,Consolidated Construction,,,,Kanye,Botswana,+267 544 1091,,,Near Water Affairs.,P.O.Box 905
318,Denkent Construction (pty) Ltd,,,,Maun,Botswana,+267 686 0653,,,Boseja Industrial Sites,
319,Denkent Construction,,,,Maun,Botswana,+267 686 4610,,,Boseja Industrial Estate,
320,Disolis Building & Civil Constructors (pty) Ltd,,,,Lobatse,Botswana,+267 533 4392,,"Plot 4719, Thema Township",,P.O.Box 983
321,D K M Building Construction (pty) Ltd,,,,Mochudi,Botswana,+267 572 9455,,,,P.O.Box 746
322,D T Paving Contractors,,,,Gaborone,Botswana,+267 390 3315,,Plot 42896/1 Phakalane Mall Next to Spar,,
323,Euro Coatings,,,,Gaborone,Botswana,+267 392 5697,,,"Mmasedikwe Industrial Estate, Tlokweng",P.O.Box 45062
324,Excelsior Paints,,,,Gaborone,Botswana,+267 393 0222,,,,
325,F And I Hardware (pty) Ltd,,,,Sebina,Botswana,+267 298 1280,,,Opp Botselo Complex,P.O.Box 17
326,Gambolo Ventures T/a Direct Hardware Distributors,,,,Gaborone,Botswana,+267 319 0758,,,,
327,Glasfit,,,,Gaborone,Botswana,+267 393 8452,,Plot 20664 Alu Hse Savute Rd,,P.O.Box 402772
328,Grand Construction,,,,Gaborone,Botswana,+267 390 1544,,Plot 68 unit2 Commerce Pk,,P.O.Box 20915
329,Heng Da Glass,Legolo Rd,,,Gaborone,Botswana,+267 319 0754,,,,P.O.Box 2522
330,Ketan Enterprises,,,,Tutume,Botswana,+267 298 7056,,,Selolwane Ward,P.O.Box 891
331,Kgosidiile Dr & Sons Bricks & Hides (pty) Ltd,,,,Bobonong,Botswana,+267 261 9243,,,Bolamba Ward,P.O.Box 248
332,Kowski Enterprises,,,,Gaborone,Botswana,+267 391 3172,,Plot 20765 Unit 1,Broadhurst,
333,Majoboge Construction (pty) Ltd,,,,Jwaneng,Botswana,+267 588 2285,,Plot 2224 Tatso Cres,,P.O.Box 47
334,Marapo Construction (pty) Ltd,,,,P.O.Box 20977,Botswana,+267 391 8940,,Plot 18120 Phase2,Gaborone West,
335,Mastercraft,,,,Francistown,Botswana,+267 241 2981,,Plot 15768 Area G,,P.O.Box 10592
336,Maun Cleaning Chemicals,,,,Maun,Botswana,+267 686 2409,,,Botshabelo Ward,P.O.Box 1096
337,Mega Pave,,Mogoditshane,,Gaborone,Botswana,+267 395 2524,,Plot 243,,
338,Megy Richard Business Links,,,,P.O.Box 502523,Botswana,+267 391 6792,,Plot 277,Gaborone West,
339,Moin's Hardware And Building Materials,Along Main Rd Opp Ten Ten,,,Molepolole,Botswana,+267 590 6866,,,,P.O.Box 2138
340,Molepolole Hardware,,,,Molepolole,Botswana,+267 591 5229,,,Next Pick'N Pay,P.O.Box 3403
341,Multi-woodworks & Property Maintenance (pty) Ltd,,,,Lobatse,Botswana,+267 533 3850,,Plot 2149 Madirelong Rd,,
342,Norcon Construction,,,,P.O.Box 80893,Botswana,+267 391 8354,,"Plot 197 BDC, 3 Ditsotswane Rd",Gaborone West I/Est,
343,Olympia Capital Corp.,,Kweneng,,Mogoditshane,Botswana,No Phone,,,,
344,Ortman Investment Holdings (pty) Ltd,,,,Gaborone,Botswana,+267 393 0485,,Plot 20701 Unit 2 Block 3 Industrial,,P.O.Box 401407
345,Perekisi Enterprises,,,,Molepolole,Botswana,+267 592 1182,,,Ntloedibe Ward,P.O.Box 1551
346,Power Metals (pty) Ltd,,,,Gaborone,Botswana,+267 392 5810,,,,P.O.Box 30854
347,Quality Building Supplies,,,,Maun,Botswana,+267 686 0840,,,,
348,Randcon Paints,,,,Gaborone,Botswana,+267 390 3570,,,,
349,Rijo Building Contractor (pty) Ltd,,Mogoditshane,,Gaborone,Botswana,+267 390 2536,,,,
350,Rona Building Construction,,,,Francistown,Botswana,+267 241 5455,,Plot 14091 Area W,,P.O.Box 10854
351,S E Contracting (pty) Ltd,,,,Maun,Botswana,+267 686 5737,,,,
352,Standard Hardware (pty) Ltd,,,,Gaborone,Botswana,+267 391 6569,,,"Along Molepolole Rd Opp Kwena Mall, Mogoditshane",P.O.Box 40093
353,Tlou Walling / Kuke Quarry,(2 Km from Police Station) Audi Ave Wenela,,,Maun,Botswana,+267 686 0012,,,,P.O.Box 611
354,Two Power Glass,,,,Gaborone,Botswana,+267 318 1364,,,,
355,Wire Products Ltd,,,,P.O.Box 214,Botswana,+267 392 2776,,"Plot 14399, New Lobatse Rd",Gaborone West,
356,Adven Construction,,,,Jwaneng,Botswana,+267 588 2187,,Plot 3494 Unit5,,P.O.Box 2960
357,African Tile Merchant,,,,Francistown,Botswana,+267 241 8310,,,Opposite Metro,P.O.Box 92
358,A K B Builders Hardware,,,,Mahalapye,Botswana,+267 472 0276,,,Industrial Sites,
359,A K Construction (pty) Ltd,,,,Gaborone,Botswana,+267 390 1163,,"Plot 51575 Phakalane (Opposite Water Tower), Phakalane",,P.O.Box 201107
360,A K S Hardware & Electronics,,,,Palapye,Botswana,+267 492 1085,,,,
361,A K S Holdings T/a Shaktika Hardware,Main Rd Opp Madib,,,Palapye,Botswana,+267 492 2549,,,,P.O.Box 1011
362,Altim Timbers Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 319 0994,,Plot 21345 Suite 246 Sebele Rd,Phakalane,
363,Altim City Botswana (pty) Ltd,,,,Francistown,Botswana,+267 241 9639,,Plot 1617/8,,P.O.Box 2457
364,Altim City Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 393 3474,,Plot 1233/000/00 Postnet Phakalane Suite 246 Haile Selassie Rd,,
365,A-one Hardware & Electrical,,,,P.O.Box 3098,Botswana,+267 260 1212,,,Selebi-Phikwe,
366,A & S Hardware,,,,Kanye,Botswana,+267 548 0745,,,,
367,A & S Hardware,,,,Plot 45 Opposite Council Offices Kanye,Botswana,+267 544 1751,,,,
368,A To Z Hardware And Furniture,,,,Maun,Botswana,+267 686 1336,,,,P.O.Box 86
369,A To Z Hardware,,,,Shakawe,Botswana,+267 687 5111,,,,
370,A To Z Hardware,,,,Maun,Botswana,+267 686 0159,,,Near Sefulana,
371,A-z Hardware,,,,Ghanzi,Botswana,+267 659 6448,,Plot 33 Old Mall,,
372,Bala Development (pty) Ltd,,,,Francistown,Botswana,+267 241 3069,,,,P.O.Box 882
373,Base Constructions,,,,P.O.Box 227,Botswana,+267 261 4933,,"Plot 4890, Botshabelo",Selebi-Phikwe,
374,Basiami Building Construction,,,,Gaborone,Botswana,+267 391 2566,,"Plot 10240, Legolo Rd, Broadhurst Ind Est",,P.O.Box 50265
375,Basmoll Investment,,,,Francistown,Botswana,+267 241 7885,,Plot 1551 Light Industrial,,P.O.Box 30795
376,B B Glass,Pilane Along Mochudi-Pilane Rd,,,P.O.Box 2293,Botswana,+267 572 9049,,,Pilane Ind Sites,
377,Ben & Ronel's Brick & Brac,,,,Francistown,Botswana,+267 241 6386,,,,
378,Bergstan (pty) Ltd,,Glen Valley,,Gaborone,Botswana,+267 395 6120,,,,P.O.Box 404068
379,B & G Hardware,,,,Serowe,Botswana,+267 463 1253,,,The Mall,P.O.Box 066
380,B G I Liquor Wholesale,,,,Maun,Botswana,+267 686 0765,,Plot 27,,P.O.Box 59
381,B K Hardware,,,,P.O.Box 217,Botswana,+267 261 0193,,"Plot, Industrial Sites",Selebi-Phikwe,
382,Bob City Building Supplies,,,,Bobonong,Botswana,+267 261 9499,,,Opposite Co-Bar,P.O.Box 349
383,Bodtrans Plant Hire (pty) Ltd,,,,Mahalapye,Botswana,+267 471 0711,,,Next to Sefalang,P.O.Box 444
384,Boka Construction,,,,Gaborone,Botswana,+267 391 4120,,"Plot 330, Mogoditshane",,P.O.Box 1391
385,Bonus Building Supplies,,,,Palapye,Botswana,+267 492 4332,,,Along Main Rd next to FNB,
386,Bonus Building Supplies,,,,Kanye,Botswana,+267 544 1174,,,Sebonego Ward,
387,Boswe Construction (pty) Ltd,,,,Gaborone,Botswana,+267 391 2033,,"Plot, 5658 Legolo Rd, Broadhurst Ind Est",,P.O.Box 1181
388,Botlhokwa (pty) Ltd,Main Rd Opp Fridgeair,,,Palapye,Botswana,+267 492 0517,,,,P.O.Box 349
389,Botswana Decorators (pty) Ltd (travaglini),,,,Gaborone,Botswana,+267 395 2226,,"Plot 1272, Old Lobatse Rd, Industrial Sites",,P.O.Box 287
390,Botchin Design & Construction (pty) Ltd,,,,Serowe,Botswana,+267 463 0664,,,,P.O.Box 1113
391,Botswana Building Society,,,,Serowe,Botswana,+267 463 0936,,,Ga-Mmabesi Hse,
392,Brickbuild (pty) Ltd T/a Panda,Mabeleapodi Rd,,,Gaborone,Botswana,+267 350 0838,,,Broadhurst,
393,Building And Engineering Services,,,,Francistown,Botswana,+267 241 2115,,,Near Jubilee CBD Government Camp,P.O.Box 390
394,Building Design Services,,,,Gaborone,Botswana,+267 390 5154,,,,
395,Builders Merchants Botswana,,,,Jwaneng,Botswana,+267 588 0305,,"Plot 2245/6 Serurubele Ave, Industrial Site",,P.O.Box 12
396,Building Material Hardware,,,,Molepolole,Botswana,+267 592 0377,,,,
397,Builders Merchants Botswana,,,,Kanye,Botswana,+267 544 2109,,,Mookadi Ward,
398,Builders Merchants Botswana,,,,P.O.Box 10666,Botswana,+267 490 0510,,,Palapye New Industrial Palapye CTM Premises,
399,Building And Plumbing Material Arena (pty) Ltd,,,,P.O.Box 45028,Botswana,+267 390 4088,,Plot 220774 Unit8,Gaborone West Ind,
400,Building Project Services,,,,Gaborone,Botswana,+267 390 0295,,"Plot 6252, Broadhurst",,P.O.Box 1219
401,Builders Home,,,,Gaborone,Botswana,+267 391 9489,,,,
402,Buy And Build,,,,Mahalapye,Botswana,+267 471 0233,,,,P.O.Box 1922
403,Calgen Corporation Botswana (pty) Ltd,Francistown Rd Industrial Sites,,,P.O.Box 55,Botswana,+267 261 0358,,,Selebi-Phikwe,
404,Cashbuild Botswana,,,,Lobatse,Botswana,+267 533 2417,,Plot 2134 Woodhall Ind Sites,,P.O.Box 11098
405,Cashbuild Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 391 2991,,"Plot 5676, Broadhurst Ind",,P.O.Box 20227
406,Cashbuild Botswana,,,,Selebi-Phikwe,Botswana,+267 261 4948,,,Next to Dryport Industrial,
407,Cashbuild Botswana,,,,Maun,Botswana,+267 686 0584,,Plot 214 Boseja Ind,,
408,Cashbuild Botswana,,,,Gaborone,Botswana,+267 397 3919,,,,P.O.Box 20227
409,Cementation (pty) Ltd,,,,Gaborone,Botswana,+267 317 0279,,"Plot 21335 Sebele Station Rd, Phakalane",,P.O.Box 403020
410,Champion Construction,,,,P.O.Box 402374,Botswana,+267 391 9462,,Plot 17230 Phase1,Gaborone West,
411,Chem Spec (pty) Ltd,,,,Gaborone,Botswana,+267 390 7348,,"Plot 5628, Lejara Rd",Broadhurst Ind Est,
412,China State Construction,,,,Gaborone,Botswana,+267 390 1427,,,Kgale Mews,
413,Choppies Hardware,,,,Lobatse,Botswana,+267 530 6519,,Plot 309 / 310 Town Ctr,,
414,Choppies Hardware Lubabe,,,,P.O.Box 278,Botswana,+267 530 6519,,Plot 3090310 Lobatse Town Centre,,
415,C I H Engineering,,,,Francistown,Botswana,+267 241 5279,,,,
416,City Hardware & Electricals,,,,Serowe,Botswana,+267 463 4983,,,Main Mall,P.O.Box 110
417,Clast Building Construction,,,,Lobatse,Botswana,+267 533 4020,,,17 Botoko,P.O.Box 1117
418,C M C Builders (pty) Ltd,,,,Francistown,Botswana,+267 241 2595,,Plot 5042 Somerset Extension Thakole St,,P.O.Box 1173
419,Concrete Block And Brick Products (pty) Ltd,,,,Francistown,Botswana,+267 241 3530,,Plot 20458 Along Bulawayo Rd,,P.O.Box 339
420,Cousin & Cousin Goup,,Tonota,,P.O.Box 172,Botswana,+267 248 5332,,,Molebatsi Ward,
421,Craft Construction,,,,P.O.Box 501925,Botswana,+267 391 9082,,Plot 14985,Gaborone West,
422,C T M (pty) Ltd Gaborone,,,,Gaborone,Botswana,+267 393 3770,,,,
423,C Vazeer & Sons,,,,Kanye,Botswana,+267 544 2299,,Plot 18 Near Marapololo Hall.,,
424,De Wet Construction,,,,Gaborone,Botswana,+267 390 8695,,,,
425,D I Y Centre,,,,Gaborone,Botswana,+267 395 7507,,,"Shop 16 Phase1, Phakalane",P.O.Box 821
426,Donroy Marketing,,,,Gaborone,Botswana,+267 390 9739,,"Plot 39, Tlokweng",,P.O.Box 2965
427,Double Fix (pty) Ltd,,,,Gaborone,Botswana,+267 390 9591,,,"Opposite BP., Broadhurst",P.O.Box 40793
428,Dulux Selebi-phikwe (pty) Ltd,,,,Selebi-Phikwe,Botswana,+267 261 0127,,Plot 2722,Industrial Sites,
429,Dumela Construction And Irrigation Consultants,,,,Gaborone,Botswana,+267 397 2565,,Plot 2664 Ext9,,P.O.Box 2167
430,Dynamic Bricks,,,,Francistown,Botswana,+267 242 1072,,,Block 1 near The Tati River,P.O.Box 703
431,Easy Jobs And Services,,,,Gaborone,Botswana,+267 390 2866,,"Plot 95/96, Mogoditshane Ind",,P.O.Box 291
432,Elephant Property Maintenance,,,,Gaborone,Botswana,+267 390 6607,,,Superette Mall,
433,Elfra Investments (pty) Ltd,,,,Francistown,Botswana,+267 241 5525,,Plot 5038 Somerset Ext.,,P.O.Box 268
434,Enternal Leather,,,,Francistown,Botswana,+267 240 4261,,,BGI Complex Unit 2 Light Ind,P.O.Box 10762
435,Fencing For Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 397 2857,,"Plot 5657, Legolo Rd",,P.O.Box 1855
436,Fencing Centre,,,,Ramotswa Station,Botswana,+267 539 0655,,,,
437,F M Builders (pty) Ltd,,,,Palapye,Botswana,+267 492 0427,,,,P.O.Box 737
438,Fortress Construction,,,,Gaborone,Botswana,+267 319 0833,,,Main Mall,
439,Francistown Brick & Block,,,,Francistown,Botswana,+267 241 6399,,,,P.O.Box 20727
440,Gaborone Hardware,,,,Gaborone,Botswana,+267 395 2611,,"Plot 1118 /9, Main Mall",,P.O.Box 377
441,Gaborone Cycle And Hardware,,,,Gaborone,Botswana,+267 391 2369,,Plot 8770 Ext14 White City Shop Ctr,,P.O.Box 395
442,Gantsi Hardware,,,,Ghanzi,Botswana,+267 659 7217,,Plot 101,,P.O.Box 54
443,Gasumana Hardware,Gasebako Rd,,,Kanye,Botswana,+267 540 3152,,,,P.O.Box 202
444,G Chaks Enterprises (pty) Ltd T/a G.c.e.,,,,Jwaneng,Botswana,+267 588 0615,,"Plot 2214, Industrial Site",,P.O.Box 903
445,Gee Gee Building Construction,,,,Gaborone,Botswana,+267 393 6698,,"Plot 1233, Haile Selassie Rd, Madirelo Ext 6",,P.O.Box 50308
446,Glass Warehouse (pty) Limited,,,,Plot 22117 Kgomokasitwa Rd Gaborone West Phase Four,Botswana,+267 318 6045,,,,
447,Glass-touch (pty) Ltd,,,,Gaborone,Botswana,+267 318 2728,,"Plot 10241, Legolo Rd",,P.O.Box 60412
448,Glabama Enterprises (pty) Ltd,,,,Francistown,Botswana,+267 241 6629,,,"Sub Complex, Next To Shoprite, CBD Ext",P.O.Box 10273
449,G O Machola Building Home Improvement,,,,Gaborone,Botswana,+267 390 8511,,Plot 4493 Ext14,,
450,Goodwill Engineering & Construction (pty) Ltd,,,,Selebi-Phikwe,Botswana,+267 261 5130,,,,
451,Greenland Brick Moulding,,,,Tutume,Botswana,+267 298 7042,,,Near Sefalana,P.O.Box 271
452,Greenland Building Services,,,,Tutume,Botswana,+267 298 7419,,,Near Metro Cash & Carry,P.O.Box 271
453,Groenewald's Jc Construction Botswana (pty) Ltd,,,,Orapa,Botswana,+267 297 0299,,,Industrial Sites,P.O.Box 290
454,Group Building Design,,,,Gaborone,Botswana,+267 397 4421,,,,
455,Grunwald Construction (pty) Ltd,,,,Jwaneng,Botswana,+267 588 0264,,"Plot 2246, Industrial Site",,P.O.Box 6
456,Hani Hardware & Building Material,,,,Tonota,Botswana,+267 248 4795,,,Maaloso Ward,P.O.Box 1820
457,Hani Hardware & Building Suppliers,,,,Tutume,Botswana,+267 298 7807,,,Main Mall,P.O.Box 491
458,Hardware And Glass Centre,,,,Gaborone,Botswana,+267 393 5753,,Plot 10242 Lejara Rd Broadhurst Ind,,
459,Hardware Emporium - B K Wholesalers,,,,Gaborone,Botswana,+267 391 3299,,"Plot 4756, Broadhurst",,P.O.Box 102036
460,Hardware Emporium,,,,Palapye,Botswana,+267 492 1170,,,Total Filling Station Shop 2,P.O.Box 1019
461,Hardware North (pty) Ltd,,Borolong Village,,P.O.Box 1223,Botswana,+267 241 0740,,,,
462,Hyper Home Centre,,,,Gaborone,Botswana,+267 391 9238,,,,
463,I C Projects (pty) Ltd,,,,Jwaneng,Botswana,+267 588 0240,,,,P.O.Box 9
